id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	gene_length
Gene4507	3828	4908	712	649	4741	4516	4762	3708	8765	5721	7283	3030	9631	6656	13013
Gene4508	2526	572	2319	382	1190	304	2182	4577	9659	7981	9879	7343	6339	6611	1382
Gene4509	2223	3095	4460	4652	2421	4366	3691	7430	9892	7022	3719	8143	5492	9084	738
Gene4510	302	434	4141	3484	3826	2785	2400	3738	7581	3144	6379	6952	9810	5009	14816
Gene4511	4342	2316	4683	349	1337	1497	1874	3382	3106	6234	9905	7083	8818	8925	773
Gene4512	1434	2515	1251	2941	3878	3593	2073	3965	7734	9788	5652	9976	7409	7469	2025
Gene4513	140	3855	1821	340	2382	3213	4022	6903	6755	3092	5677	5047	5234	7535	5363
Gene4514	791	2041	4252	1289	805	2810	545	6364	3525	3611	5940	3077	9379	5523	743
Gene4515	837	1986	2870	3698	3123	1395	3633	6677	7573	7606	3711	7107	7009	6540	658
Gene4516	3774	423	1869	1647	174	1326	4018	7051	7705	8006	4297	3436	7149	6099	11047
Gene4517	434	2462	2112	159	1428	816	2259	4374	6163	3227	6356	4925	4823	5231	11252
Gene4518	2283	3519	3374	4823	3326	493	4294	7319	7064	6765	3633	7246	4633	3756	1052
Gene4519	1611	1879	2980	2826	947	933	554	5728	7553	4879	3606	4663	5196	4708	4113
Gene4520	789	737	2359	3717	2327	2670	1870	8346	9438	9666	3230	9318	5108	5291	5711
Gene4521	866	2960	4813	4921	2136	3233	2565	7375	3519	8697	5173	8207	5574	7450	7028
Gene4522	2745	2852	61	4371	4488	4082	1636	9217	4771	3670	6281	5107	8022	3468	1007
Gene4523	2811	4474	2548	4108	2560	4933	895	3155	6600	5947	6822	6158	6504	8339	8658
Gene4524	4257	1463	3615	2254	565	2673	4780	6892	9835	9797	9772	3371	4727	6222	4077
Gene4525	1052	3389	2556	4896	3742	1122	4378	4878	6570	4686	6800	7485	9068	5768	7339
Gene4526	3314	4654	2731	3482	583	2566	2378	7252	5374	4460	6566	8310	6070	4293	11392
Gene4527	4072	2865	1876	3688	1190	4338	4083	6283	7962	4523	3848	6275	3173	3375	11574
Gene4528	3742	3074	3990	3458	4572	3806	949	6807	6580	7922	9379	8855	8803	4594	1458
Gene4529	2182	942	205	3088	1439	1002	4387	7596	9210	7564	3582	5964	3157	8449	14601
Gene4530	2949	516	1151	4860	2927	163	4481	4244	3142	7588	6614	8519	8399	8956	2137
Gene4531	3469	4842	3533	4959	7	4872	1228	3400	8454	7862	7662	7400	7898	8192	10920
Gene4532	1819	3622	2904	1220	4804	260	2981	9844	4705	6935	8232	9614	5897	6547	2701
Gene4533	773	2251	3525	4435	451	579	411	7082	4227	9221	3511	4626	6797	9410	10604
Gene4534	408	2175	4688	4051	2728	2157	4705	4838	8641	9177	7572	9944	8958	8505	11804
Gene4535	2081	20	4899	3861	4509	4658	538	3363	7188	9347	3779	5126	6885	3330	5917
Gene4536	3733	1293	1722	1518	110	171	1541	6672	8004	3449	3866	6408	8710	9638	7729
Gene4537	559	2188	3456	1249	19	1580	317	5969	6067	7727	7316	3886	8432	6313	6754
Gene4538	1991	4442	1516	1864	469	3190	179	7662	8465	5253	9858	9291	9050	6567	14347
Gene4539	822	3121	4791	4670	1067	1894	1035	4344	7215	5991	7657	5698	5012	6832	9883
Gene4540	3129	1686	4503	3947	1752	3347	3688	7688	4496	7174	3315	4628	7845	4305	602
Gene4541	638	1296	4418	3555	3389	2542	3653	7708	9695	6729	9039	3546	7903	8370	12201
Gene4542	1336	851	4826	1960	1870	4255	3736	3400	8709	6468	6792	7325	6221	5252	8800
Gene4543	2939	3845	2057	2356	4668	4849	1542	3435	4365	5728	6986	8997	3664	4657	7397
Gene4544	965	4575	3176	318	1508	848	2962	3760	6093	9835	8634	4032	3052	4238	10848
Gene4545	1801	2005	4860	4042	309	1265	1980	6787	9253	9885	6061	5937	6282	9846	5130
Gene4546	2907	3766	4283	3534	630	392	3768	8318	7701	8288	5045	8787	7570	5975	6919
Gene4547	4968	3278	3904	384	2041	4790	3628	9050	3353	5727	9213	5347	5410	6549	11827
Gene4548	1179	82	3208	1460	314	4898	4005	3756	4947	9941	5729	6086	3488	9770	5741
Gene4549	1020	4842	1608	859	3288	2896	608	8823	9581	3148	6536	9102	6957	8205	2512
Gene4550	1693	3493	4244	1257	3665	3673	2370	6464	5919	7477	4011	6299	6795	4875	2259
Gene4551	1821	2499	1552	4579	678	744	3470	8506	3714	9197	9177	8430	7652	9564	1367
Gene4552	654	4220	133	4980	1371	1208	1526	4767	7874	9705	3512	4795	5909	9879	7924
Gene4553	4726	3520	2245	2341	705	2841	1543	4151	8579	7824	6831	8396	7962	5838	985
Gene4554	2941	2637	1535	2382	1377	762	1242	3047	7137	7196	7836	6630	6753	9044	6094
Gene4555	167	719	2361	4709	1836	551	3709	6617	7312	7803	6036	5329	5247	3243	13233
Gene4556	4017	3339	817	1861	1804	4557	550	8278	4281	4236	8499	6301	4199	3097	6682
Gene4557	868	2045	2243	3060	316	3197	3512	5825	4503	9462	3714	9416	6930	4196	11138
Gene4558	3707	4609	1801	2644	1369	1780	4476	5656	9714	8152	3560	7347	3789	6407	2099
Gene4559	1089	2965	2283	4179	1365	1059	3783	8479	4935	8296	3883	4202	8352	9638	3505
Gene4560	4608	2721	1647	2851	719	664	609	8281	5393	8210	3127	7774	5443	3850	10218
Gene4561	4345	2021	1333	3739	23	4029	4267	6807	7037	7561	8432	5587	5899	4653	6153
Gene4562	2584	3867	1023	1197	4395	2276	3692	8905	4387	5831	3154	9334	7071	5459	14218
Gene4563	2594	936	562	813	2998	3825	1456	4132	4552	4911	3499	6417	9698	4504	2394
Gene4564	3634	677	4477	2577	3012	750	2336	5410	7091	8711	9649	7592	5144	7139	6617
Gene4565	679	3525	2329	3204	4430	2407	4664	4112	9537	4586	9579	4705	9782	7372	11168
Gene4566	1987	4013	912	4623	3257	2795	389	3932	9778	8974	5286	5627	8285	6319	9480
Gene4567	1747	1587	1326	1350	2132	2775	4899	6885	9369	3576	9103	5221	5871	8257	11851
Gene4568	685	1456	2409	24	3210	141	1821	4272	9966	6304	5451	6641	6846	3980	10464
Gene4569	1932	4670	4819	4037	4574	592	3622	5581	6027	4954	6277	6259	9993	9656	5125
Gene4570	4792	359	4680	4321	3704	3418	4247	9724	9642	6799	9390	7747	3190	6514	9001
Gene4571	79	1735	2818	4961	2130	3309	1357	3775	6452	7302	5799	5028	3813	7065	6441
Gene4572	4502	1716	2777	121	1443	708	819	6541	6471	8958	5204	8501	3131	3521	12945
Gene4573	4321	4828	1330	4484	2124	2719	431	6801	3902	6027	7474	3882	8805	3796	13692
Gene4574	4860	4948	2323	13	2752	1931	428	6683	8043	4530	6380	9725	8520	5316	11855
Gene4575	4761	3976	596	2663	2005	1741	4521	4690	9315	8670	3323	7887	4629	5462	3072
Gene4576	3328	3623	1759	916	565	4442	772	4822	7677	4831	7954	3621	5485	8245	11863
Gene4577	707	4916	3774	4348	4679	319	2278	8149	4811	3959	9823	5357	6063	9232	8637
Gene4578	3540	3300	2285	2535	2990	102	3307	7698	9294	4229	4777	8868	6058	9376	12408
Gene4579	2579	663	735	3017	1391	3500	2387	5679	9393	9507	9763	5570	4309	5923	11435
Gene4580	4506	3412	4690	2539	593	3538	4733	8297	7267	7736	3033	3169	6954	9077	5372
Gene4581	3731	3420	105	1537	4238	84	282	5289	3192	9646	6904	7162	7534	6916	5974
Gene4582	3708	3283	4095	1980	673	2800	1143	4007	3688	3455	8942	7816	3348	8156	9266
Gene4583	2018	2114	280	429	2793	863	4728	7584	7667	7145	4386	7231	7161	4506	1423
Gene4584	4515	396	4081	4362	3366	3647	236	7022	7786	8317	5459	8774	7121	7934	12984
Gene4585	4247	156	141	591	3202	2414	389	4456	6946	4780	3007	5425	4522	8063	7684
Gene4586	2459	2888	3806	4262	671	3403	4574	4913	9614	7157	3959	7700	3509	9086	9345
Gene4587	2514	506	1524	4924	390	3580	145	9380	8907	3467	5684	8142	6020	4053	13173
Gene4588	1263	3297	3560	3984	3625	2182	3109	6164	7390	8504	4123	4345	6273	7175	944
Gene4589	870	2759	3103	2426	683	1609	3900	8913	6450	4309	4967	3727	6266	4916	5327
Gene4590	2177	3672	4811	2512	1006	3442	511	5824	9859	9096	9876	9114	8881	5657	9521
Gene4591	4100	3166	4012	3491	4555	413	4126	4418	7740	6447	9835	5286	9229	6578	10015
Gene4592	4369	745	1638	3973	3077	3020	2464	5487	6978	7273	8738	6018	9359	4051	10985
Gene4593	4941	4736	1421	1217	2013	1738	962	3839	4788	8643	6235	4298	6382	9905	12721
Gene4594	464	3039	3774	363	3076	3646	2689	7839	5805	5365	8612	5046	8223	3639	8201
Gene4595	4802	2449	2943	40	2246	1726	4875	9525	3240	5265	8567	5801	3614	9642	2928
Gene4596	1405	1486	256	1028	4314	2963	3719	6678	3554	7563	7855	5352	4174	3339	7411
Gene4597	980	1932	1990	3408	2377	2817	1583	5846	4482	6218	8080	5383	6087	5834	12972
Gene4598	2595	2070	4762	2695	4794	399	497	9823	5691	9487	8040	6945	5473	4302	7087
Gene4599	499	730	1105	4815	4457	2373	2770	6887	7750	5703	6406	3557	5903	3099	11408
Gene4600	4862	4416	2112	653	4213	4725	2157	8456	9686	3286	4260	8195	5407	5776	11423
Gene4601	3206	3725	4719	4978	837	3225	3713	7574	8492	9156	6017	6545	8937	5794	13563
Gene4602	966	4022	284	1763	4901	3272	1675	5461	8809	8896	5078	7710	6089	7883	10281
Gene4603	56	391	2563	4757	2859	4212	3574	6176	7985	7465	8340	6746	3769	7199	6330
Gene4604	2891	2705	2858	4999	2715	4508	3109	8571	8626	7195	8350	7554	9992	7288	7041
Gene4605	4281	1959	1578	2697	4709	833	336	8677	6449	6670	3705	5581	9388	9517	12506
Gene4606	4254	1612	2237	2534	1261	2059	1939	8022	6636	8966	3845	6437	4960	5111	6804
Gene4607	2965	4123	1419	1047	1542	4437	4631	7036	7486	5723	9821	5087	6501	6585	9264
Gene4608	4585	3134	4987	3911	2748	4464	2181	7746	3910	8991	5126	9327	6300	6807	10176
Gene4609	1360	2496	2763	104	4783	1223	1704	7093	4310	8717	3741	6973	8476	5334	7623
Gene4610	109	972	1696	899	4850	2905	590	3244	6413	7823	4473	6863	9434	4467	11228
Gene4611	624	2943	2332	1486	302	4911	2532	8978	6115	9826	5077	6143	3039	5138	14342
Gene4612	3684	4602	2255	2510	4547	3856	1533	8670	6523	7640	4255	4163	3089	3865	1411
Gene4613	3557	56	2326	3189	3035	1583	375	7772	7463	6997	9958	6743	5270	3148	10030
Gene4614	4756	2331	3241	3535	1331	3225	3107	9474	6277	4242	4745	7323	3412	5193	1048
Gene4615	35	4482	752	945	990	1048	4594	4734	4431	5932	7219	3969	9820	5296	14039
Gene4616	3138	3052	2824	2642	4611	2426	3665	9977	8528	5603	9926	7388	6105	4098	13951
Gene4617	1000	1452	3582	1253	746	127	2074	7661	8903	7288	6220	7364	6422	4367	13659
Gene4618	82	1970	324	3484	2434	2553	2782	3445	8036	5744	3899	5510	8755	5025	1735
Gene4619	1689	4580	588	3373	3407	1553	4779	6425	6214	6337	3870	6933	4100	5407	979
Gene4620	4206	1038	4489	2989	780	2125	1605	9225	4425	5937	5381	7269	3502	5623	3900
Gene4621	4873	4208	4575	2222	2687	1105	1178	5968	5736	5481	5541	4787	6535	7813	2875
Gene4622	4740	4220	3393	2730	198	2351	2092	8881	3348	6941	6978	8439	3151	6383	9919
Gene4623	2671	3926	531	3458	504	491	1372	8036	8023	3872	7962	7481	6945	9734	2709
Gene4624	3585	1991	2800	4125	2380	3555	4035	4186	9516	8072	4957	4874	8212	9086	8824
Gene4625	2574	2956	4023	3473	1617	202	279	8296	3845	6709	3636	8039	4876	3414	11832
Gene4626	2531	4270	1930	34	3839	863	4317	7409	6458	6567	7735	5036	5511	6898	11933
Gene4627	1011	1078	2337	3883	26	1676	893	4709	9390	4276	3397	5005	3942	9153	14244
Gene4628	3245	4975	4639	4522	3799	4253	1829	3275	4749	6863	7856	7793	5367	3363	9871
Gene4629	1607	3042	298	839	4389	3396	3061	9410	6414	7638	5864	6642	6561	9031	10406
Gene4630	355	3103	1117	172	3118	813	3557	9446	6140	3860	9475	8156	9136	8193	11480
Gene4631	3700	2410	3961	3258	2946	2989	3885	3401	6522	3319	5212	5610	7348	3539	14520
Gene4632	4934	312	1112	4001	547	3261	1734	5783	9101	5497	5524	3706	5280	9156	5869
Gene4633	1578	1704	2038	3134	943	3613	4458	6756	4761	7970	3659	9813	9161	3695	6540
Gene4634	3375	1020	3294	2323	1980	3688	865	4250	3195	5511	9186	8430	3186	4015	6124
Gene4635	3014	491	2197	299	4635	2809	4983	8718	4701	4816	3171	5876	8600	3141	9702
Gene4636	1001	2127	1684	1577	3667	2494	3260	4213	7477	8313	4257	7828	4460	9025	812
Gene4637	324	4813	715	4250	2518	2820	2494	8604	6989	6155	9543	3389	3152	4419	2098
Gene4638	183	703	4865	1804	4188	2262	478	3273	4386	3647	7431	4513	4788	3694	5775
Gene4639	431	3766	2887	3691	2179	3442	446	7897	7006	5715	9228	8703	6011	9233	2380
Gene4640	4320	2727	902	3997	2804	868	2928	4222	4363	6225	8709	6614	3211	9234	11007
Gene4641	3488	3428	1819	868	560	1797	4547	8770	3533	8942	5654	9683	5567	4580	9872
Gene4642	349	1163	4434	4385	1112	3684	4909	4484	6468	9647	7769	3459	4771	7564	4270
Gene4643	1577	1061	4644	3263	4905	728	889	7332	9484	7073	7539	7717	9145	8917	5017
Gene4644	747	1347	4916	2882	2808	4371	3146	3428	8601	7047	5164	3113	8808	9025	5622
Gene4645	2541	1606	1801	4592	3305	4130	2632	6980	5300	8332	3158	7155	7010	3417	12385
Gene4646	4500	3949	2312	4537	3126	2743	1647	7656	6175	3987	8440	6681	5465	5128	9498
Gene4647	1714	4046	80	3930	3082	2028	4314	9220	9124	9949	3502	5756	6714	3860	10428
Gene4648	2807	2255	3439	1711	1185	2711	760	8685	7913	4771	9754	6737	4449	4435	3482
Gene4649	143	1286	4267	1254	3527	13	3291	9736	9129	7185	7179	4585	9058	6906	9776
Gene4650	3109	2533	4649	4205	2204	2495	4769	5849	5816	6637	3552	7116	4332	6285	9523
Gene4651	4341	2977	1930	2021	1296	584	2447	5091	3555	7361	3166	4885	4398	8886	9037
Gene4652	4792	1628	3293	875	704	1547	42	9995	7393	7266	9143	4656	9179	6896	4678
Gene4653	1603	4327	1174	4272	4331	2885	3428	8412	8054	8418	5153	8563	6978	7620	4095
Gene4654	4277	1146	535	1435	3583	3510	1386	9140	9511	3456	8153	9024	3501	8090	13418
Gene4655	4240	4996	3656	1322	3784	1537	3700	3928	7026	5698	9403	7473	3871	7380	8784
Gene4656	2906	3330	4603	4044	1024	1556	3206	9885	4505	5828	4576	7250	9355	7392	3696
Gene4657	2564	1936	4342	4220	4662	3893	2708	6391	3470	5176	8677	8284	3707	8501	8366
Gene4658	1457	1980	4252	1601	1782	758	1587	9122	5683	8706	8601	7845	8139	6169	7057
Gene4659	1858	214	4712	2485	4413	32	4923	3411	9483	4856	8752	4874	8007	7321	7040
Gene4660	4943	3292	2048	863	3549	4318	4795	5899	5400	6217	4066	3773	5445	7370	3780
Gene4661	3459	2878	1045	4167	1432	4631	3502	3306	7698	6508	5816	9924	6970	5712	10868
Gene4662	87	4293	2506	3012	3393	4482	4311	5710	8397	8191	6794	8724	4669	6239	601
Gene4663	3075	3208	3143	4746	2630	1755	4663	4473	4624	3182	8660	5187	9861	8428	6614
Gene4664	4795	1143	3719	4003	2967	1766	4067	3621	4496	8451	9115	8722	6008	8971	8502
Gene4665	3686	2889	3532	54	2017	1539	2837	9039	9456	4489	9648	9793	5638	9872	4927
Gene4666	4446	2732	1073	2392	2162	3867	239	7044	9801	5394	4037	3004	3280	9200	763
Gene4667	3438	1060	76	189	1339	190	4640	3403	4948	3733	5883	4107	8436	8911	6191
Gene4668	3072	4378	3261	1543	3576	4893	3362	5265	6037	3335	6758	5160	8714	6657	8167
Gene4669	228	3463	764	907	823	1235	852	3268	6285	9666	6060	7876	6662	6127	14623
Gene4670	150	4505	3768	1022	1696	1323	21	7605	6010	7913	6057	7799	9947	4352	12244
Gene4671	2227	3417	3222	1267	1364	1006	3067	3438	7334	9425	3162	4447	6578	8477	4954
Gene4672	3392	1522	2177	2230	3142	543	176	6315	8387	6966	8132	7965	3107	8982	5280
Gene4673	2150	802	3021	4835	3078	4430	12	3930	9184	9184	5185	8825	4276	5932	3359
Gene4674	2575	4678	1068	472	1903	4575	3247	8810	5088	7204	9841	9879	6058	9340	2439
Gene4675	3179	4020	1150	96	1678	2908	4870	3135	5992	3463	7737	4435	4090	6399	13236
Gene4676	2552	1372	361	3763	1771	2528	1037	5521	4161	6741	6626	3595	3310	7139	12894
Gene4677	4268	2341	541	4499	895	3865	438	4552	4424	3520	9826	3403	3614	9691	5918
Gene4678	1295	4346	607	709	2016	3639	2660	7158	3459	8600	3045	8149	3668	9422	6858
Gene4679	1736	204	2958	4908	4255	2791	4144	3474	9762	7068	5007	9228	6067	6802	14245
Gene4680	142	444	910	25	3361	163	3271	9145	4668	6570	4867	9971	7976	4093	9338
Gene4681	1547	4280	196	414	3729	4848	481	3271	3875	4231	4381	9608	9038	9829	3843
Gene4682	2043	1669	3532	2671	90	4731	2631	9568	8383	8675	3404	5161	7949	9091	13195
Gene4683	2008	3141	4267	4966	2670	1225	3279	9646	4904	3081	5262	3447	5196	7655	11865
Gene4684	411	2422	2280	4796	4734	2043	890	7191	9231	5491	7346	4113	9740	8260	9811
Gene4685	4829	2353	2858	2071	201	4930	2279	9519	5541	9108	5697	6571	6649	5816	10980
Gene4686	48	2225	913	4126	1962	4303	2818	8508	3184	6116	3393	4005	7008	3056	11124
Gene4687	1711	890	3050	4781	4071	3015	1737	5439	3815	5585	8700	9024	6737	7412	2802
Gene4688	1736	3472	2111	2870	3383	4699	4670	5404	3007	3425	8818	6948	8183	8977	3421
Gene4689	4500	1788	3920	2840	628	2776	3736	9164	3848	9021	8695	5030	7546	9981	10439
Gene4690	744	4269	2680	4705	930	3719	875	3360	6901	8457	7325	4094	4133	3369	5664
Gene4691	3600	1625	2214	3379	1301	1368	1390	3252	8859	3204	7916	7022	7620	8605	12299
Gene4692	3756	4254	245	1675	4204	623	3001	6540	3541	3836	7768	5776	4225	3221	12293
Gene4693	176	3572	3089	4821	48	3543	2470	8540	8318	9551	3529	3928	8474	9017	1075
Gene4694	216	1611	1900	1667	1303	3124	1608	5800	9936	7503	6271	9101	9787	5302	8943
Gene4695	1990	1668	3858	4305	421	1580	3378	4275	8395	4607	5789	5825	6259	8426	5599
Gene4696	434	2883	414	240	2073	5000	4521	5716	4995	6935	3426	7191	3752	7423	2952
Gene4697	3	1133	3095	3059	3155	4499	310	7971	9300	9969	6928	8743	6531	9855	7482
Gene4698	4160	3561	543	139	1267	1607	2779	3772	8014	5113	3009	6484	8677	6625	12590
Gene4699	825	2789	4135	4242	4486	3102	1710	7616	4191	8357	4839	6562	5051	4523	7633
Gene4700	935	1686	375	1870	3838	596	4862	4022	4419	4912	8683	7163	3501	9314	5710
Gene4701	4287	1349	3236	4901	1311	3975	3230	8332	4863	3698	8527	4336	4170	3772	12167
Gene4702	4731	1738	4604	4668	766	429	4873	6993	4079	3765	8539	4268	6245	6316	5663
Gene4703	3726	4207	2170	1554	4770	3279	626	9397	4799	3803	5167	5430	5802	9804	13122
Gene4704	1381	4190	2036	869	2917	1463	2009	5281	7097	7582	7576	4247	8964	7015	7195
Gene4705	4342	2571	2326	414	4277	1989	4440	5190	6472	5152	5900	6859	7178	6032	5442
Gene4706	4418	4848	322	2687	466	3452	1650	4850	9057	6275	5286	4747	5614	4577	12907
Gene4707	1809	4672	3080	3242	4843	721	3635	8470	4451	8556	8141	8639	8715	4275	8665
Gene4708	3955	3651	511	2420	251	1431	544	5289	6368	6586	9071	9695	4750	9412	6184
Gene4709	1722	3359	2677	1723	1597	161	1034	4135	6094	7512	3742	4680	8410	6616	12655
Gene4710	4421	328	287	4993	1647	867	265	9761	6447	9060	6901	3309	6987	7755	6659
Gene4711	1465	4958	4900	3511	2669	749	2791	8881	4470	9190	4642	4576	7876	6792	12423
Gene4712	177	1831	2986	1555	4692	3125	1089	9696	5980	9774	3332	4392	4456	9332	11842
Gene4713	3438	973	3070	1385	4681	1063	4607	8889	7066	5221	8482	4110	5704	4513	7240
Gene4714	1313	319	2416	2557	1661	1964	3218	3683	6065	4821	6326	3972	7862	8837	6363
Gene4715	237	352	2245	591	4743	88	1338	7832	3107	9087	6974	6008	9867	6252	1537
Gene4716	1843	1582	3546	3777	1846	4539	3497	7556	7633	4374	4169	8430	9786	3454	1323
Gene4717	1014	2152	2440	1843	2588	2035	1860	3896	7404	6969	8634	5774	6648	9772	12576
Gene4718	3908	4342	159	4811	2858	3710	33	5888	9411	7864	7593	4884	9346	4252	2061
Gene4719	67	1627	4584	831	2183	4226	3622	5662	7732	5596	3282	3674	7105	3567	11508
Gene4720	2933	4169	4538	4967	3266	72	2154	9105	6559	5809	5823	8896	9933	6573	13890
Gene4721	1874	1682	2722	2088	1773	2076	3889	4396	6038	4395	5896	8071	9325	7711	5835
Gene4722	4672	2701	68	4200	4368	1626	2483	6069	6697	4525	8619	9566	7399	6078	13190
Gene4723	1378	1833	900	3277	1771	3862	935	3579	8638	8210	5128	6856	3200	5041	13564
Gene4724	4885	2963	122	4213	2400	2904	2538	5999	9515	5097	7184	7068	5318	3121	11616
Gene4725	1958	257	1860	3827	2756	910	599	5944	6518	8085	9521	9025	3161	5877	14067
Gene4726	4490	177	2398	994	697	3583	1397	8379	6391	3649	5327	4095	3103	3765	12584
Gene4727	2082	3050	3366	1432	2161	4125	188	5789	5465	7264	9327	5020	7876	7574	1242
Gene4728	4977	3558	3300	1720	4136	2571	2743	8979	8922	3105	8535	8172	3186	5776	2320
Gene4729	100	1482	4657	427	2693	1613	885	5079	9136	9629	9691	9587	6014	7800	8788
Gene4730	892	194	2024	83	4305	2218	4159	6729	5894	3942	9309	4157	3325	4021	12711
Gene4731	4818	3318	3548	4045	65	3940	2378	4200	4186	6296	9760	3015	5277	3480	14410
Gene4732	760	2605	3779	1055	2750	118	3738	5724	8952	6359	4618	9178	5246	8335	13974
Gene4733	68	94	216	2277	2195	4203	4387	4675	3522	9043	8498	6507	9262	8303	10761
Gene4734	1115	1379	747	2081	2944	3855	4994	8413	7387	3936	9848	4561	3796	3940	11855
Gene4735	219	148	2443	4307	2022	946	1889	9878	5221	3571	9939	8087	4925	3388	6884
Gene4736	2691	741	4914	1408	1885	3706	194	3485	8069	8067	3583	6443	3272	9839	8355
Gene4737	4069	3720	2961	152	3466	4193	257	7806	9003	7462	3439	4410	8602	5283	3033
Gene4738	1190	2249	3464	2326	283	1609	520	5051	5275	3951	6261	4474	6656	5447	3154
Gene4739	4760	403	3943	2178	1847	2701	3040	3446	5455	7686	6027	5392	4530	9572	13754
Gene4740	3744	1767	2375	536	4099	3772	947	3378	7206	7574	3604	5015	6326	7423	939
Gene4741	1371	208	1626	395	1276	4794	1315	7537	9132	8870	6193	6119	3435	9834	14132
Gene4742	3276	2337	643	4713	4034	1696	4470	8969	3051	7761	3853	8986	6460	7291	14900
Gene4743	4985	1551	4418	2281	557	4146	4548	3970	7919	7055	5026	4822	8658	4514	2378
Gene4744	349	2421	3058	3073	3270	2614	4056	3921	4040	3788	4959	6589	9899	3510	9178
Gene4745	3610	4053	2802	1955	4573	952	2505	6602	3658	8147	5104	7531	5091	7280	2855
Gene4746	1941	775	560	2901	2630	3194	2010	6866	5233	4545	5362	5084	5700	5545	9850
Gene4747	1733	930	3808	3931	201	961	1184	8960	8214	4395	5635	4743	8711	9161	2367
Gene4748	3963	4444	3890	1707	2894	3293	881	4615	9442	5133	4013	3090	6982	9851	6374
Gene4749	3262	4799	3673	4957	1888	2748	1797	5001	5009	4872	7644	9059	3863	8374	8931
Gene4750	2000	4013	622	2627	1975	4910	4817	8491	7110	4961	8418	9643	6995	8254	11007
Gene4751	578	3758	2731	3925	1122	914	4383	8427	4967	5020	9135	7153	3775	3960	976
Gene4752	4737	997	3909	2455	3165	3102	2586	4931	3115	4766	4535	9958	7392	4824	5926
Gene4753	895	2975	2403	1908	2060	4142	4004	6560	3773	6880	3488	7137	9975	9922	12847
Gene4754	1688	466	4352	4356	3546	4998	231	8697	6854	6370	5495	6386	8055	3838	11481
Gene4755	4560	4307	1221	699	1483	4458	3705	5758	9575	9090	4067	5266	5529	8387	8073
Gene4756	516	3990	1122	774	3429	3059	2244	7021	4227	3085	6082	6093	4872	9789	5520
Gene4757	1076	3789	2362	3046	3280	1241	746	5070	5172	3405	8906	7903	9481	5064	4712
Gene4758	993	1740	1619	344	3374	1989	91	9437	9674	6565	6187	4208	8711	6999	12353
Gene4759	329	4014	851	2516	4527	3097	4504	7678	9011	6997	4030	4169	6956	6664	7739
Gene4760	2909	1939	733	2677	350	3017	3761	6602	5811	5223	7611	3055	3421	3732	13467
Gene4761	2456	2316	4256	4300	1263	1200	574	8299	5911	6589	8541	9945	5051	6088	993
Gene4762	959	1485	1162	4557	4295	190	2776	9651	9233	7237	5561	3072	7586	7906	10226
Gene4763	397	1369	4614	3609	2703	3546	2586	4999	3771	4016	5313	5530	7551	7505	14720
Gene4764	756	2538	4436	2878	353	2009	748	5363	3103	9459	3808	5766	8956	6621	2811
Gene4765	3851	4805	1983	1729	847	4808	4914	3791	4050	6798	3166	5562	6771	4329	2361
Gene4766	2746	259	2453	1129	525	1251	3230	9741	6917	8102	7497	9752	9746	9320	10823
Gene4767	2836	1938	2082	2597	341	595	1657	8724	6145	8271	9843	3666	9441	7439	2206
Gene4768	267	3809	3915	2723	1232	2480	2311	9742	5555	3853	8439	4187	8599	9242	5583
Gene4769	2912	2749	15	1418	303	1952	3507	6913	4569	8638	8014	9532	4332	5244	10462
Gene4770	1477	3760	3253	2702	2985	1622	3103	8976	4121	5165	5348	9676	9368	8390	2922
